user,text,latitude,longitude
Carolina8491,"Gusi kesodok sikat gigi..
Alhasil gusi luka dan berdarah..
Dan taarrraaa.....
Jadilah? (at samirono, yogyakarta) ? https://t.co/LPEsvB3gyc",-7.77906,110.3813
anggastrikee,The final action.. (with Cendikia at BTN Kantor Cabang Syariah Yogyakarta) ? https://t.co/g3YvbxjO2W,-7.78348,110.37249
rissafatma,Sendiri kudu strong ? (at Pasar Beringharjo) ? https://t.co/X9mYtM2WEv,-7.79899,110.36732
kuuntisn,Ngantuk ini menyiksaku (at @semastipram) ? https://t.co/ySjdj80nd7,-7.78112,110.40315
minyo__,nganterin yg mau dianter? (at @jog_ap1) ? https://t.co/wmDu7hNM9M,-7.78457,110.43641
ekoali_SGJ,@Ucihardika1 @AbdullahMuiz1 gek dilamar ae haha,-7.7775498,110.3681952
_dayahramlee,? (@ Adisujipto International Airport (JOG)) https://t.co/pRPs36zhAJ,-7.79264163,110.38286975
Damasptr,"Kerajinan Perak""
Silahkan yg mau buat :
- cincin couple/wedding
- kalung - Emban
- dll
Bahan :
?? https://t.co/iWb6IwClGx",-7.81667,110.383
macanon81,#darmasiswa #trans7 (at nDalem Yudonegaran) [pic] ? https://t.co/suXTrOJgdR,-7.80318,110.36746
DiyanakaPratama,Ayo semangat kuliah(: (at Fakultas Teknik Sipil dan Perencanaan UII) ? https://t.co/l837lmrUrv,-7.7685,110.40616
fitriannans,"#KomunikasiOrganisasi (with Azizah, Caesatita, and Denisa at Fakultas Ilmu Sosial &amp; Ilmu Politik) ? https://t.co/5Yu90rir6J",-7.81188,110.32175
avifpribadi,Perdulilah dengan orang sekitar seperti peduli dengan dirimu sendiri.,-7.7594694,110.4088461
lanudhyta,"one thing that we know,
is that we will not grow? ? We Will Not Grow Old by Lenka (at Kantor Kecamatan Berbah) ? https://t.co/XvQYfoubCO",-7.80544,110.4426
caecilputt,"HARGA 45.000/sandal (24cm)
KODE #sandalkamar

GESER FOTO UNTUK? https://t.co/N8p3CNa2Dw",-7.80138889,110.36444444
caecilputt,"HARGA 45.000/sandal (24cm)
KODE #sandalkamar

GESER FOTO UNTUK? https://t.co/92HUcfJlWK",-7.80138889,110.36444444
Muniqaa,Bunch of books ??? (at Toko Buku Togamas) ? https://t.co/R8SK3r9Irw,-7.75915,110.396
rifqyaniEP,lapeeeeeerr... padahal udah sarapan pagi di rumah *elus2perut* (at @mcdonalds_id) [pic] ? https://t.co/jO9tW81Jav,-7.78295,110.40697
LukisWajahShop,"Lukis Wajah diTalenan/kayu
.
.
SPECIAL PROMO

Mauu??
Jangan ragukan kwalitas dan keawetannya? https://t.co/4y26sHqV4x",-7.84403848,110.41755438
sidodonz,"Morning angsa ku ?????
.
.
.
.
#swan #swanpool #swimming #likes #like4like #like #likeforlike? https://t.co/nWSGIuCOWi",-7.80385333,110.35054167
titarlitaa,Butuh bobok. Butuh kasih sayang (at @ugmyogyakarta) ? https://t.co/nLd2JJTsq1,-7.76827,110.38032
yogoaditomo,".
(369/?)
Inspirasi : dari semalam

Jangan lupa follow @yogoaditomo
.
.

#puisi#bahasa? https://t.co/Zq4jH3CPhD",-7.80138889,110.36444444
mizz_erny,Mini trip kali ini temanya mengenal agama Konghucu. Anak2 belajar langsung di Klenteng Fuk Ling Miau. Saya juga... https://t.co/cmyuCIvCPp,-7.80195144,110.36941201
Dani74Hamdani,@pln_123,-7.7741875,110.3047274
Albobbb,"#tcb_whatawonderfullife 
#toycrewbuddies @ Loop Station Yogyakarta https://t.co/wquLrgbDN0",-7.8022053,110.3645844
anissLee,With JosephienSA and Prize at @mcdonalds_id ? https://t.co/9PFWzMaj2Q,-7.78256,110.37273
caecilputt,"HARGA 62.500/sandal (24cm)
KODE #sandaltile

GESER FOTO UNTUK? https://t.co/Tkk4fKfjGW",-7.80138889,110.36444444
hastihasanati,Klinik Akreditasi oleh BKSTI Korwil Yogyakarta (at Convention Hall UIN Sunan Kalijaga) ? https://t.co/3Qt76SYSbp,-7.78491,110.39409
neeazha,"Mari kembali membahas rapergub ini.. Yoyooiii semangaaat, hampir? https://t.co/uqg7gf0moN",-7.8089892,110.3695079
U_Lex,Nyarap (at Maraville Coffee) [pic] ? https://t.co/bk65sBUKtV,-7.76214,110.37942
idagaluhhh,"Wates - Bumijo - Gamping - Bumijo - Lempuyangan - Bumijo - Tamantirto

Aku duta ubyung",-7.8049096,110.3390683
yugoeightyeight,"Love u my daughter alulayasminmeazza ???

regrann from @teakmodd  -  Nyemil hobinya, ini nyemil? https://t.co/v0lQgpHWyv",-7.7749,110.3229
cromed050730,"Alhamdulillah
Makasih mas ac_efendi

Sudah mengoriginalkan Jepara ? . 
Dengan Swervo Thunderbolt? https://t.co/NxfghL5ACr",-7.8094758,110.3980402
ArnelliaA,?? (at @naavagreen) ? https://t.co/OgO0RfcChW,-7.77979,110.38942
caecilputt,"HARGA 62.500 (24cm)
KODE #sandaltile #sandalhellokitty

GESER FOTO UNTUK DETAILNYA

PENCARIAN :? https://t.co/w8TUZrboUU",-7.80138889,110.36444444
Awang5,"""No one can make you feel inferior without your consent."" ~ Eleanor? https://t.co/ciR1fVKFkz",-7.80764508,110.34803152
caecilputt,"HARGA 62.500 (24cm)
KODE #sandaltile #sandalanjing

GESER FOTO UNTUK DETAILNYA

PENCARIAN :? https://t.co/1Q4I2QUBVc",-7.80138889,110.36444444
monita_ria98,"Ming bayangan e rani? (with Ayu, Adikarani , and Utami at Bubur Ayam Jakarta UPN) ? https://t.co/eLGBcgMz3V",-7.76421,110.4108
anggialphia,Jumpa lagi ?? (at @jogjatronik) ? https://t.co/5xIuyu2Ek0,-7.80619,110.36974
Ersary_P,Matamu melemahkanku? ? Dari Mata by Jaz (at Omah Pinggir Sawah) ? https://t.co/3m7aPvdfk8,-7.79014,110.3416
prissadap,Nyari buku samuelson sama mankiw? (at Perpustakaan MEP UGM) ? https://t.co/MPTE9htJhF,-7.76364,110.37641
intan_khairoh,Calon istri sholehah (insya allah) ? (with Neneng and Ummu at Masjid Islamic Center Universitas Ahmad Dahlan) ? https://t.co/zNXyBeSaqf,-7.83474,110.38281
windytiarumi,Ngertio rasah mlayu yak jayak anyinggggg ? (at @mandala_krida) ? https://t.co/xxjehaFwS2,-7.79614,110.38236
DavidWidodo5,"???
#instaboy #instalike #jogja #photography #instafashion @ Burza Hotel Yogyakarta https://t.co/xwwok11EV5",-7.824198,110.367113
khusna_lyla,",.g perlu lari dari kenyataan
,.lari pagi aja biar lemak pada hilang ??? (at Makam Raja-raja Mataram) [pic] ? https://t.co/JPFm9wpWAq",-7.86842,110.39542
Irhasinichi,Kita temen nya kirana juga loh....??? @ Taman Sari - Water Castel https://t.co/QG4PP7u9hg,-7.81021626,110.35969689
RefkaAina,Nggasiiikkkk (at Omah Dhuwur Resto) ? https://t.co/8OUZ3QN9jI,-7.8282,110.39526
ArgitiaRisqaI,Kikil hqq ? (with Ani  and Mustika at BU SETDAH (BUkan SEmbarang DAHaran)) ? https://t.co/jnc2zz36Bu,-7.81026,110.39037
DejavaCamera,"Canon 18-55 Is STM Mulus 

Kondisi Fisik Mulus , Fungsi normal, AF lancar, Optik ndak ada jamur? https://t.co/1mxaujX9zM",-7.82112805,110.35492031
DistyAyuniar,"Mikirin mulu, kapan dipikirin? *eh @ Kampus II Universitas Ahmad Dahlan https://t.co/zvc1mc8yue",-7.8204309,110.38772711
IkaAvrilla,Yang buka cuma ini kek nya. (with Sinta at @ayamgobyoss) ? https://t.co/5sbIMlhFKA,-7.81921,110.40107
sholeh_ug,"Selain untuk rombongan,  Taman Sari banyak dikunjungi pasangan muda-mudi. Mungkin berharap? https://t.co/v6uUe92FMA",-7.81021626,110.35969689
DavidWidodo5,"Sweet Memory??
#tjokrostyle #jogja #holiday #hotel #instaboy #instalike @ Tjokro Style Yogyakarta https://t.co/6aBmCFy4DW",-7.8173853,110.3864996
RiskaUsna,"Ahay. (with Arda, Marizta, and sartika at Soto Ayam Kidul Mandala) ? https://t.co/lKwaAHM4iY",-7.79545,110.37968
MrCakraization,??? @ Pantai Drini Gunungkidul https://t.co/XWnm4gPMP3,-7.83942188,110.39161004
abelpsptA,"Sepiring kurang, dua piring kebanyakan? (with Pancha at Gudeg Bu Sastro) ? https://t.co/2WOiVAZVng",-7.79739,110.36524
aderida,"Emerald Green ???

#emerald #green #emeraldgreen #chiffon @ Indonesian Institute of the Arts,? https://t.co/Eg0n3IuNo4",-7.85238889,110.35589167
putrapanchaa,Sarap-an (with Nabella at Gudeg Bu Sastro) ? https://t.co/Zuj8jtLcMv,-7.79718,110.365
devianeka,Pantai yuk @ Pantai Siung https://t.co/GSTrXulaYz,-7.84183,110.36733
bagedexter_28,"That Time
. . .
. . .
. . .
#ic #islamiccenteruad #jowo #orange #pgsduad #wongjowo #muvodance? https://t.co/4dChF5TCM5",-7.83458148,110.38299671
WahyuniRahma4,"Berbahagialah, tanpa merusak kebahagiaan orang lain. #tamparanuntukdirisendiri",-7.7952417,110.3845368
annisaefka01,"Fav ? (at Tongseng &amp; Gule Ayam ""Sudi Moro"") ? https://t.co/cD3zaHne8m",-7.87702,110.33494
Ellandy_Avant,#pathdaily (at Fakultas Hukum UMY) [pic] ? https://t.co/vN0FkRVqlI,-7.81222,110.32101
giadiolla_septi,"Cuma ngeliat"" aja kok.  ? (with Mom at @mirotabatik) ? https://t.co/bvnEWixoVj",-7.79331,110.3665
Lisaistiana,"Start 9am until 9pm. 
Nice!? (at Lab. bahasa II UAD 2) ? https://t.co/ahXZKJGSjS",-7.81906,110.38439
ardhie_julie,Udh mau sd aja ? (with hanum sari at SD Intis (International Islamic School)) [pic] ? https://t.co/Vgfk03vLB7,-7.81788,110.38356
yNEAR,"Jika suatu saat dusta mewabah?

Akulah resah
Yang dibawa seluruh umat

Dilain kisah

(Jogja,? https://t.co/iWJZ7AGuve",-7.81152022,110.36328699
macanon81,"Syuting bahagiyak ?
#darmasiswayogyakarta (at Dalem Yudaningratan) ? https://t.co/hJqnVHrKn9",-7.80309,110.36747
FadmaMursain,Unncchh rindu ??? (with Bang and anita at Tongji Tea Bar) [pic] ? https://t.co/4FGF34hCCB,-7.80338,110.35513
dhps_,Para mermaid? (at Summer Quest Hotel Malioboro) ? https://t.co/4AM1kLG91u,-7.79208,110.36456
Rumy_asmindo,https://t.co/BSIreqXdan,-7.8246794,110.3804402
zunanarief,I just finished cycling 23.15 km in 1h:21m:07s with #Endomondo #endorphins https://t.co/ELBiv0Tqcn,-7.828732,110.404805
jogjatronik,"Life is a journey with problem to solve, lesson to learn, but most of all, experience to? https://t.co/oJ9TDy0hBc",-7.80615465,110.36931984
elsailaa,"With Nadila, Shafa, and 5 others at @mandala_krida ? https://t.co/IVuAQ2ymU7",-7.795,110.38352
tonolarrico,??? (at @provinsidiy) [pic] ? https://t.co/H1gU6aGK4b,-7.79225,110.36614
elsailaa,"With Nadila, Shafa, and 4 others at @mandala_krida ? https://t.co/tTULATs4We",-7.79482,110.38346
FujiYoan,"Dinas Pagi ? @ Bangsal Kepatihan, Komplek Kepatihan https://t.co/jt03olqWUD",-7.79616,110.36857
Dedebora_Lupita,Ujk SMM 14 mantapsss ? (at Auditorium besar SMM Yogyakarta) ? https://t.co/yrIU25OJg0,-7.81379,110.35004
sorawanabud,"kemaren malam kesempatan sharing-sharing  nih bersama @benzbara_ 

banyak keseruan dan banyak? https://t.co/TmlJdc7vGT",-7.80138889,110.36444444
Simadkh,"Nanti malam merapat di gedoeng dakwah kayana karangkajen, kita ngobrol santai sharing sharing? https://t.co/wkNQMncskA",-7.83235,110.35366833
Roydarmansyah90,"Kamis Manis...
Stay Strong. ?
9-3-2017 (at Desa Wisata Kasongan) ? https://t.co/2uRjUOJD41",-7.84386,110.34596
arefbukanarif,Nuwun Om @juliansomadewa  atas presetnya josss...... @ SMP? https://t.co/muU858kv1H,-7.83071628,110.4043944
galang_panji,Nglangut lik???? (at Jalan Pakel Baru Selatan Sorosutan Yogyakarta) ? https://t.co/hlbFxQ0Kf6,-7.81942,110.37917
omah_busana,Just posted a photo @ Blangkon jogja https://t.co/nyeSVL3h7u,-7.82832933,110.41127801
malindacici,"Bukan ospek..^^ (with Sella and Ika at Sasana Aji Yasa, FSR ISI Yogyakarta) ? https://t.co/K7uVqXDDbw",-7.85029,110.35603
omah_busana,Just posted a photo @ Blangkon jogja https://t.co/dJvUr580Kt,-7.82832933,110.41127801
malindacici,"Bukan ospek..^^ (at Sasana Aji Yasa, FSR ISI Yogyakarta) ? https://t.co/vDfZhORWYT",-7.85028,110.35608
fitrohmw,At Perpustakaan UIN Sunan Kalijaga ? https://t.co/AyypbQdUgX,-7.78384,110.39538
omah_busana,Just posted a photo @ Blangkon jogja https://t.co/xPeU3Lz3JT,-7.82832933,110.41127801
Addiniawan,Pasaraya ? (at Pasar Gamping) ? https://t.co/AhxI4LrhY5,-7.80061,110.32513
darmasaputraDS,"Barca menang, pulang senang ?? (at Stasiun Tugu Yogyakarta) ? https://t.co/7dKI9RKbRl",-7.78887,110.36301
AndreanKhanLagi,Sempurna atau tidaknya hari ini tergantung pada kamu dan tindakanmu. Ketika kesempurnaan itu? https://t.co/r9pCJlK5SU,-7.80138889,110.36444444
NanangNanang19,TerimaKasih Semesta (at Yogyakarta) [pic] ? https://t.co/oRp9Gj8Ufi,-7.8143,110.35282
ameameriia,"""Waktu itu"" masih calon suami.. Ini tepat hari minggu tgl 17 juli 2016, pagi itu kita akan? https://t.co/rUNPfd6xQl",-7.808877,110.356735
sheilanukda,Jaaan kasi kendor ? (at @jogjastudent) ? https://t.co/4y4LTTO06i,-7.82035,110.38792
dosenjualan,"#Repost @mamanimom with @repostapp
???
Alhamdulillah emak #EBW_53 sudah mulai belajar cara? https://t.co/vokEnnqyR2",-7.8264,110.448295
Chann_Nattalia,Maag kumat . Pengenne muntah....,-7.86472,110.37173
aynisanta,"With Belladesty, Nanda, and 2 others at Soto pak zainal ? https://t.co/tqcWFYsjuC",-7.80735,110.3897
si_abdi,With Ayu  at Museum Benteng Vredeburg [pic] ? https://t.co/T2yT4eyj0k,-7.80032,110.36568
Thre_why,"Dan berhenti sejenak . . 
Merindukan seseorang yang belum tentu membalas rindu? https://t.co/KvIOhDX57s",-7.80157,110.3723
linnapuspasari,dedek yudis nya asik ayunan...trus mas abbas nya asik mainan mobil sendirii...hahahaa...? https://t.co/DVNnUuleMv,-7.80780994,110.32667363
irna_181209,At @jog_ap1 ? https://t.co/VPm2nblhTj,-7.78602,110.43706
KrizyaChin,"I'm at Rumah Makan Padang ""murah meriah"" in Yogyakarta https://t.co/pqO0QUIB9x",-7.81188478,110.37669651
sofiana_IM,"Vamosss!! Siapa yang tak takjub? Dari kekalahan 4-0 bisa diputar balik menjadi kemenangan 1-6,? https://t.co/ZHJ07DQaPN",-7.80138889,110.36444444
Phiphit_,Touchdown??? (at @kai121) ? https://t.co/9jlv6Za2Sv,-7.78991,110.36249
maulanadylan,"Miring dikit, cekrek.
.
.
.
.
.
.
Selamat pagi. Edisi rindu yg disana eh maksudnya rindu jogja? https://t.co/ImS4L2NO9M",-7.82708,110.43069
SalfauziaRa,"Jaman kapan ini yaallah?seperti rindu jogja?
del? @ Museum Jogja? https://t.co/LxgBk0iAYv",-7.80480778,110.38444556
dodostrez,Teman sepermainan waktu kecil sudah berpulang ? selamat jalan kawan,-7.7862655,110.3739248
AlfianYogieOsd,@NindyRatna1 wah gedhe i tep mantep haha,-7.82057,110.41289
celintara,A smila can hide so much pain. @ Malioboro Street https://t.co/uTx8d2aylL,-7.80222,110.3884
dedeandro,"Gardena Game Zone ~ #Nanda #Dinda @ Gardena, Yogyakarta https://t.co/lhQ3hOMNaR",-7.78710684,110.37911684
hastihasanati,"Dimana ini ??? (at Fakultas saintek, UIN Sunan Kalijaga Yogyakarta) ? https://t.co/UGLFa9e6HQ",-7.78558,110.39403
Tsaniya_hasna,"Sa gitu ya, aku cantik :) @ Bentara Budaya Jogja https://t.co/Mg5ibDJL1E",-7.78437,110.37859
RhiezalHarris,"B'Fast never been so fast?
2nd breakfast on 2nd day ain't that a? https://t.co/uOuqdavjZ8",-7.79946759,110.35615675
AlfianYogieOsd,@NindyRatna1 selak rondo wkwk,-7.81961,110.4133
cyanolia,"Assalamualaikum para tenaga medis..
Tahukah kamu?
* Bagaimana cara? https://t.co/yfhUOX2bN4",-7.80138889,110.36444444
Dafauzia,Praktikum #4 uji indikator Asam-Basa dari bahan alami ? (at Laboratorium Kimia MAN Yogyakarta II) ? https://t.co/iRpCm5RskX,-7.8006,110.35706
Irhasinichi,At Taman Sari Water Castle ? https://t.co/gzVXgAiKdP,-7.80891,110.36086
aris_bustami,Split dan tangkap bolanya .. @ 4R Futsal Jln Parangtritis https://t.co/rEe2DdNHqz,-7.81424376,110.37967012
DayuDhisparin,???? (at Kampus 2 Ahmad Dahlan University) ? https://t.co/voTu3xB5mU,-7.82058,110.38744
rizkywidip,Cari-cari pengalaman sek rekans. @ Jogja https://t.co/7gkg5ivaJS,-7.78764358,110.36361467
AlfianYogieOsd,@NindyRatna1 iseh pentil yo :g,-7.8316,110.40713
lapak_malioboro,"?New Stuff? #katalogue
- Cincin Tengkorak Titanium
- Bahan stainless steel titanium
-? https://t.co/iwhx6IIILM",-7.7955076,110.3653457
tarisasiwi_,"telah habis sudah cinta iniii, tak lagi? (w/ Bella at Asrama Putri Khodijah Sma Muhammadiyah 2 Yogyakarta) ? https://t.co/RLwyoKbpQa",-7.79996,110.38357
ariedinal,I'm ready ?? ? Ready by Kodaline (at Pondok Pesantren Nurul Ummah) ? https://t.co/G85RIvegj2,-7.82573,110.39651
aki_ga_kita,"#Family #Date @steakaddict
#latepost #Tuesday #night #sebelumsibojoberangkat 
#tholeudahngantuk? https://t.co/cwUijzy7Uq",-7.80157,110.3723
kukuhhutomo,?? (with Hildha at Mie Ayam 59 Bandung) ? https://t.co/HBkedxx9mF,-7.7969,110.3624
sorawanabud,"abaikan sama pose yang selalu gak jelas

kemaren berkesempatan photo bareng sama mas didik nini? https://t.co/47nQ58fIso",-7.77685411,110.35569516
bfbby,With Defilia and Nelly at @farmasiugm ? https://t.co/uJGk1XVGej,-7.76969,110.37597
ddeell18,Free,-7.7725219,110.40788315
kondrow,kebelet ngising nang bandara ki ra penak (@ Adisutjipto International Airport - @jog_ap1) https://t.co/sbuY6NLwlx,-7.7858586,110.43695874
swiftenglish,"Kemarin sore, initial test di Fasapay Indonesia untuk menentukan program lanjutan pelatihan? https://t.co/JEu9vLv0cL",-7.80138889,110.36444444
vhyli_li,#Korpsad #korpschoiceawards2017 #malampenganugrahan? https://t.co/DhlNCZ3UQW,-7.81954899,110.3883689
carrisasaptr,Nyawang sik iso disawang~ (at @jogjastudent) ? https://t.co/uuWkLH1EeQ,-7.82054,110.38747
kanayarosalitaa,H-3? (with HWMOEGA at SMA Muhammadiyah 3 Yogyakarta) ? https://t.co/UjKNguh6Ot,-7.80708,110.35029
AlfianYogieOsd,@NindyRatna1 opo e hmmmm,-7.8316,110.40713
DhumaKurniaa,??? (at PT Central Capital) ? https://t.co/4qnlIZKz1E,-7.7725,110.36344
vhyli_li,#Korpsad #malampenganugrahan #relawanpsikososial? https://t.co/5JBl3i5Lpq,-7.81954899,110.3883689
Devota_Haidee,"Pagi SMA kece.. 

In frame : Ms.Kakondo (at SMA Bopkri 1 Yogyakarta) [pic] ? https://t.co/lClprv2rgr",-7.78675,110.37747
Icaradjambula,"Sampe sore ? (with Diona, Adam, and 2 others at @jogjastudent) ? https://t.co/Mms9VZmbYd",-7.79951,110.40205
bilqisfebryana1,Alhamdulillah hasilnya baik ?? @ Panti rapih hospital JOGJAKARtA https://t.co/XHyajv7Ktp,-7.7771248,110.37664183
nyaQ_tanjung,"-gudeg-

#uploadkompakan #ukmakminkhas_jogja @ Gudeg Mbah Lindu Sosrowijayan https://t.co/6o80KONG6b",-7.791673,110.36440566
ValinaDanar,At Fakultas Filsafat UGM ? https://t.co/RrOUGyAQXU,-7.77115,110.38082
chiwinda,Penyebab ke-kemeng-an pagi ini ?? @ Yogyakarta https://t.co/X02yWDqhwk,-7.80138889,110.36444444
firzalaksmana,Uji kompetensi musik ? (with AndinMaulina at SMKI - SMM - SMSR) ? https://t.co/NeRQmoePZA,-7.8145,110.34898
hamady14_,"Keep it casual brooo (at Fakultas Adab dan Ilmu Budaya, UIN Sunan Kalijaga) ? https://t.co/dyC3f90ctY",-7.78314,110.395
DhumaKurniaa,??? (at PT Central Capital) ? https://t.co/MSC1c9af8t,-7.77242,110.36347
rennreren,"Materi kuliah hari ini kata pak dosen tentang? (w/ Ade Rosa, Aslamiaaa, &amp; 3 others at Ruang 102 Kampus 1 UAD) ? https://t.co/bnJN2yQwox",-7.79791,110.38386
datoeel,Congraduation Cheska's mom ???? (at Universitas 'Aisyiyah Yogyakarta (UNISA)) [pic] ? https://t.co/1BMLAvYZtQ,-7.76645,110.334
HeySaradenta,"Vintage, Masa lalu bukan Masa lague? @ Kulon Progo https://t.co/9pBXhMtkOQ",-7.80157,110.3723
ElfiliaSeptin,Fullteam? (at Kantor PT. Kereta Api (Persero) Daerah Operasi VI Yogyakarta) ? https://t.co/8cKKH4PqY6,-7.80714,110.36891
geniapriliaa,Diphp-in dosen njiirr? (at @umyogya) ? https://t.co/2aumTGNt5m,-7.81197,110.32167
rakhmafoni18,Olahraga pagi dilantai 4 ??? buru2 keburu dosen ada eh malah blm dateng? kamvrettttt??? (at IT Center UAD) ? https://t.co/rgWICGJ3AR,-7.80119,110.38503
isnaatmaja,Mari sarapan ?? (at Saoto Bathok Mbah Katro) ? https://t.co/QNFXzZ0iSz,-7.76097,110.44722
ikanurfebrianii,At Puskesmas Mergangsan ? https://t.co/ppXoxRC7t1,-7.81366,110.39185
cindyccu,got a lot smile this morning?? @ Fakultas Peternakan UGM https://t.co/1BrFc77qt5,-7.76788553,110.38605485
BungaDilaaa,?? (with Azizy at Soto Ayam Idola Pak Nanang) ? https://t.co/xEy7TiZALO,-7.80863,110.39421
DAyufitrias,So sleepy? (with Rafel at Stasiun Tugu Yogyakarta) ? https://t.co/nAzShdV78h,-7.78982,110.36379
aimiicha,semangat yang mau cabut gigi ? (with ? at @ugmyogyakarta) ? https://t.co/wYtitGa5Ns,-7.77065,110.37399
endar_jay,Fullday??,-7.8059523,110.3394743
datoeel,At Universitas 'Aisyiyah Yogyakarta (UNISA) ? https://t.co/7oEIQXex60,-7.76563,110.33461
devyaprian,"Mungkin, kamu bakal kehilangan aku? ? When I Was Your Man by @BrunoMars (at Gedung lab teknik sipil G5.1.5 UMY) ? https://t.co/M6JFFzrDjT",-7.80867,110.32073
diselakrismad,"Mruputss (at Fakultas Ekonomi, Universitas Teknologi Yogyakarta) ? https://t.co/O0s6UAwqBI",-7.80563,110.38902
puspamelati01,Semangat? (with Pabhama32 at @mandala_krida) ? https://t.co/gibVFju7sb,-7.79477,110.38348
bifi08,"Hallo.. 
.
.
Masih ada kesempatan buat kamu2 yang blm punya sepatu rajut...
.
.
.
Promo diskon? https://t.co/VUh6KAA7g2",-7.80157,110.3723
MaghrisaNur,Jelehi?? (at @delayota) ? https://t.co/Y2Eeoma6Ey,-7.79961,110.39526
Hdyanarv,At @jogjastudent ? https://t.co/QtR6h9eAYs,-7.79768,110.41684
Renita_AldeaMA,"Sebab Rasa sakit itu membuat air mata mengalir. Rasa rindu yang membuat pipi basah. Tapi,? https://t.co/x4nCV3GXgf",-7.79905221,110.36517004
mery_vero,"Semangat hari Kamis, buat kamu yang Maniss.. Iya kamu (jam dinding) ? @ Honda Anugerah https://t.co/i2cPhqKXxM",-7.78360113,110.40869842
rafidavytson,Sarapan pagi (with FAJAR PRANATA at Kinantan (Masakan Khas Medan)) ? https://t.co/ZYkciSoJ4e,-7.77549,110.40374
solehah_1792,"?Jogjakarta Trip? 

Cc: rosmaizzaty [photographer] @ Yogyakarta https://t.co/7Qjf8eUOd4",-7.80138889,110.36444444
RatnhaSP,At UAD Kampus 5 ? https://t.co/te5ZDnXjeV,-7.82595,110.38011
adps_,Pejuang (bimbingan) Tes Baca Al'Quran ? (at Masjid Islamic Center Universitas Ahmad Dahlan) ? https://t.co/qRAJ4jWkwV,-7.83445,110.38294
ratuines,This photo taken by our mainstay camerist : ais_erwin ? @ Jalan Malioboro Yogyakarta https://t.co/KM5G9O9ldi,-7.79905221,110.36517004
Esa_BS,"Ga libur gpp,yg penting banya jamkos? (at SMK N 4 YK) ? https://t.co/ne0B0IGtRr",-7.81563,110.38283
masgan19,.... #coreldraw #vector #illustration #graphicdesign #freepict. #kadonikahjogja #kadounik? https://t.co/kmwK9arsZX,-7.77381,110.39381
ekkidew,The first one i saw when 23th years old. ? @ Yogyakarta https://t.co/kcRcP7pAoI,-7.80138889,110.36444444
AlfianYogieOsd,@NindyRatna1 paan sii amui,-7.8316,110.40713
monicaanindita,pemadatan kelas ceritanya (at BA 203) ? https://t.co/SrdoAMAGJX,-7.76924,110.38028
rizalbacull,Nothing is Impossible #viscabarca #FCBPSG #FCB #FCBarcelona #WeDidIt @ Pondok Pesantren Al? https://t.co/VyzC2uUgtn,-7.82593324,110.36204823
