user,text,sentiment,latitude,longitude
Misxkamal,"Lope-lope @ Pantai Watu Kodok Wonosari, Yogyakarta https://t.co/dB7Tp7Unsu",neutral,-7.80825333,110.38093
Dewyo_,@hlayosorry Ealah-_- retimu ki opo to bang?,neutral,-7.7078758,110.4899935
AerinRazali,Day 1 : Tempat mandinya gundik sultan #vacation #jogjatrip #erintraveldiary @ Taman Sari - Water? https://t.co/mrP2aArERA,neutral,-7.81021626,110.35969689
OctoVB,"With Karfili, Cakdan, and 5 others at Abhayagiri Restaurant ? https://t.co/75gosuG1iy",neutral,-7.76878,110.49688
Danyswarasax,Dijual saxophone alto merek MES made in china kondisi like new baru di tiup beberapa kali.? https://t.co/ltsfg7ndVL,positive,-7.78300526,110.36700562
Phoo_1412,At Poloharjo Sobayan Pedan ? https://t.co/uvPK9JSd9j,neutral,-7.69463,110.70242
Jezzebelles,Banyak orang nonton tersanjung 8 yaaaaa.... (at @cgvblitz) ? https://t.co/xRsK2DyPJ7,positive,-7.75895,110.39912
Agustin_Fumi46,"Terima kasih sudah menemani perjalanan panjangku hari ini. Sehat terus ya
Aku sayang kamu @? https://t.co/dZTKirSf2S",positive,-7.6584072,111.0475658
GilangAbiyasa,segere banyu kabupaten sleman..?? (at Perumahan Kanisius) ? https://t.co/9DrnbBzp4D,neutral,-7.74129,110.41891
adeputra1886,Beliii (at Adele Accessories) ? https://t.co/GMJf3Ewuu2,neutral,-7.77413,110.41257
Dewyo_,@Fzull_ Dadi cah jahat ki yo perlu,negative,-7.6927281,110.4933905
yoenita18,Lamanya gak kesini ? (with Ekko at sushi story) ? https://t.co/7cxRdgMk8X,negative,-7.76112,110.39437
Dewyo_,"@hlayosorry request tifany kenanga sik judul e ""jangan bersedih"" bang ?",neutral,-7.6927281,110.4933905
echie_jolie,"Fast &amp; Furious 8 ??? (with Tiwi, Ria , and Novi Eka at @cgvblitz) ? https://t.co/Hmp9jqGKKi",negative,-7.75509,110.39567
Dewyo_,@Fzull_ ymy ?,neutral,-7.7078758,110.4899935
ferniandita,Lavar (with Aqidatul Izza at The Penyeters) ? https://t.co/WSkdKgRhle,neutral,-7.763,110.39362
Nnd_fara,Dinner (at Candi Sari) ? https://t.co/Uah8NbHkcc,neutral,-7.76365,110.47497
YoseChristian,Bos besar lapar ? (with Hofni and Ruswita Betti at Nasi goreng khas Semarang) ? https://t.co/wuOcUi8XO8,negative,-7.7587,110.42282
AGNDHK,"@_geniuss ""samson - bukanlah diriku"".",neutral,-7.76759,110.40256
rama0491,Just posted a photo @ D.I.Y Yogyakarta https://t.co/Io0cTzZmXO,positive,-7.77381,110.39381
rama0491,Just posted a photo @ D.I.Y Yogyakarta https://t.co/Io0cTzZmXO,positive,-7.77381,110.39381
Rmonsky,Belajar... (with Oktavnatrium at @ok_omahkopi) ? https://t.co/FbquYSaZte,neutral,-7.79351,110.3859
devikacitraa,"???
Jangan menunggu hatimu sempurna, baru menghijabi dirimu.? https://t.co/ozINMqFppN",negative,-7.80138889,110.36444444
AnyaPudihang,"Last night with Duta Mahasiswa GenRe DIY 2017 romario_dm , Duta Mahasiswa GenRe DIY dan Sulut? https://t.co/MApSqlgJDh",neutral,-7.75812,110.42666
griyausahajasa,I'm at Yogyakarta in DI Yogyakarta https://t.co/d7IFMuDAHb,neutral,-7.80403108,110.36427498
piTaZuma,"""it's doesn't matter what the car, the really matter is the man behind the wheel"" ? (at @cgvblitz) [pic] ? https://t.co/v3q7qpTDli",neutral,-7.75866,110.39906
AndhyBS,"Pin your jacket.
Enamel pin from elaboure
.
.
.
#vsco #vscocam #polaroid #enamelpin #custompin? https://t.co/Lof5qMUuLZ",neutral,-7.80138889,110.36444444
SalmaSholeha,At Jolie Wirobrajan ? https://t.co/rJG6ekNR6k,neutral,-7.81295,110.35728
bagusnugraharja,101 (at Hotel Paramitha) ? https://t.co/qiFViey28a,neutral,-7.78113,110.38689
LaLagilagi,cadangan soal? (with Zulfa at Ayam Penyet Suroboyo) ? https://t.co/nDecyxDhb6,neutral,-7.79141,110.38958
nizzaokta,At Mal Malioboro ? https://t.co/iPapd5dwD2,neutral,-7.79665,110.36536
carolsihombing,Oh gini rasanya jadi mahasiswa skripsian. (at Wok &amp; Pan (Resto and chill)) ? https://t.co/a6OuQETK5p,negative,-7.76757,110.39134
Niakuur,Ga janjian tapi ketemu sama anak ke duaaaa ??? (with Mia at @lippoplazajogja) [pic] ? https://t.co/G8mpR5kYWt,negative,-7.7844,110.39078
AsprilaM,Nggasik bet nonton fast farious 8 ?? (at @cgvblitz) ? https://t.co/0j4tJbQ5ic,neutral,-7.77991,110.41473
amalia_daniesa,? (with Zulfitri and Wulan at @kokijoni) ? https://t.co/qMiaAT0Np2,neutral,-7.77684,110.373
hnyptn,Watching The Fate of the Furious (at @cinema21) ? https://t.co/J2bNYaTqVy,negative,-7.76944,110.42634
yudiadithya1,Offday .. (with Margareta Dita at @dunkinindonesia) ? https://t.co/NMFao6vVUq,neutral,-7.76154,110.38017
DanangSigitN,FF8 ? (at @cinemaxxtheater) ? https://t.co/ZOM4EvJiZJ,neutral,-7.78432,110.39069
nadyaputri026,Apa kabar Popeye? (with ananda at Olive Fried Chicken) ? https://t.co/y70tGudnRw,neutral,-7.80402,110.3888
rianjanilisa,Cekrak cekrek aplot (at @studiofresco) ? https://t.co/Svj09bCwgO,neutral,-7.77816,110.38618
rianjanilisa,Cekrak cekrek aplot (at @studiofresco) ? https://t.co/Svj09bCwgO,neutral,-7.77816,110.38618
DenyNurAlam,"Berkibar di Laut KIDUL
#PlesirAlam
#TravellingwithMeaning (with Anggriawan at Parangtritis Beach) [pic] ? https://t.co/tz54vUcsVl",neutral,-7.83699,110.365
tobielkurrahman,?? ? Seperti Kekasihku by Padi (at Kereta Api Jaka Tingkir Jogja-Jakarta) ? https://t.co/7cOEkaqVBP,positive,-7.82518,110.22824
Mellyandariskaa,Dia lagi (with Khalesa at Transmart Carrefour) ? https://t.co/JS1pFJhLOt,neutral,-7.78305,110.42052
heenryhermawan,Desember by Efek Rumah Kaca (at Kosan 12 J) ? https://t.co/lkje01cIOG,neutral,-7.75241,110.38019
Afrayasminn,Mall to mall ? (with Ranis and Vellina at Sahid J-Walk) ? https://t.co/pIQm89D5v1,neutral,-7.77997,110.41445
poeljempol,Dom ?? ? The Fate of the Furious (at @cinemaxxtheater) ? https://t.co/xDwCY7UoKW,negative,-7.78857,110.39348
BimaBaguss,"[HATI-HATI KONTEN BAPER]

Bagaimana melarang hujan ketika ada? https://t.co/iSWih3Uslh",neutral,-7.8247447,110.3883228
UlfiyaniFitri,ncan ? (with Putri at @mcdonalds_id) ? https://t.co/IIq8XNY9Bs,neutral,-7.78277,110.37091
IMABA_JGJ,Rapat lanjutan? Pembentukan susunan kepanitiaan Isra' Mi'raj 1438 H. Dipinpin langsung oleh Ketua Panitia Syamsuddin.,neutral,-7.78303,110.39914
Nadhia_Sari,Ibu minyak always everyday ?? (at Warung Samun Madiun Nasi Pecel &amp; Nasi Tempong) ? https://t.co/T2EXvKiZW1,neutral,-7.76611,110.38454
nanindyamarisa,? (with Ibnu at Foodcourt - Hartono Mall) ? https://t.co/nRWQhebrEd,neutral,-7.75896,110.39972
YeniDwiArista1,Karena belum selesai di grafir jadi beginian dulu yang dibawa pulang ??? (w/ Hapsari at SUMO SQUID HARTONO MALL) ? https://t.co/YDhCUqvpT5,neutral,-7.7318,110.39654
irmasuk,Gw penasaran doang sksk ? (with Faisal at Transmart Yogyakarta) ? https://t.co/NZw9HogB6g,neutral,-7.78184,110.41985
riskigitasafit,"When in Candi Prambanan, Yogyakarta with The Girls??? Miss you girls? I hope we can goes to? https://t.co/Q6uONYBJ5o",positive,-7.75,110.49417
MariadaniswaraY,"Meneng o, brisik! (at RS Panti Rapih) ? https://t.co/K3kv6KXZyy",negative,-7.76143,110.36934
Dewyo_,@Fzull_ nek ra takok ndak sesat dijalan,positive,-7.6927281,110.4933905
PadepokanASA,Bulan Februari kemarin Padepokan ASA dan kawan-kawan Komunitas Muda di Jogja yang tergabung? https://t.co/f38VWgSRvs,positive,-7.70725333,110.43659667
Wilken28,Fast &amp; Forious 8 (at @cgvblitz) ? https://t.co/dcrzLtb2xw,neutral,-7.75898,110.39909
Dewyo_,@Fzull_ pisan? bolee lah,negative,-7.6927281,110.4933905
kekepramesty,??? (with Anna at @lippoplazajogja) ? https://t.co/t5G3NpsesD,neutral,-7.78369,110.39065
berasmartani,Idealnya ada program meni pedi untuk para petani seluruh Indonesia. Kerjasama CSR seluruh salon? https://t.co/sjw2YRsdOm,positive,-7.747101,110.473562
vincencia_yoan,Ku nemeninnn org galauu mak? (with Nonipriscillia at @kfcindonesia) ? https://t.co/8ypUML82gV,neutral,-7.78247,110.37291
bagassumambirat,"??? ? The Fate of the Furious (with Fandy, Annisa, and 3 others at Premiere XXI Empire) ? https://t.co/qOyHoFcO6U",negative,-7.7984,110.3825
reynaaalshgrn,Ronde dulu baru kamu? (at Alun - Alun Kidul) ? https://t.co/9c33FoyVGn,neutral,-7.81195,110.36378
lucky_lukman,"Waah ada debat to sekarang..

#AKAP PP (at @jog_ap1) [pic] ? https://t.co/PI2an1BwhX",neutral,-7.78589,110.43714
rbrtsst,"Check in jam berapa ini tehh? (with Anisa, Tanti, and 4 others at Hotel Agung Mas) ? https://t.co/qNitKm3cWg",positive,-7.79285,110.35348
dwitorro,njuk tombo (with noviatun at RSI Hidayatullah) ? https://t.co/qEu0gHDSpj,neutral,-7.81444,110.39299
VendriAbri,Chicken Teriyaki With Rice my menu Lunch Today and Green tea my drinks #maksi #makansiang #lunch? https://t.co/nMqwW3aafK,neutral,-7.77108706,110.40967908
nyonyahjerman,? ? ? (at Nanamia Pizzeria) ? https://t.co/VvMteALHOv,neutral,-7.77626,110.39107
AGNDHK,https://t.co/xw3wJYyDOL,neutral,-7.76787,110.40291
AerinRazali,Tempat sultan ambil wudhuk #sepertidieropah #vacation #jogjatrip @ Taman Sari - Water Castel https://t.co/hLUG3IR7Zv,neutral,-7.81021626,110.35969689
bagassumambirat,"Watching The Fate of the Furious (with Fandy, Annisa, and 3 others at Premiere XXI Empire) ? https://t.co/y6BlkZ9rFJ",negative,-7.79833,110.3828
RevoSuladasha,"...
Akhirnya.
Mereka Jalan Dengan Abi nya.
Di Beberapa Malam Yang Terlewat.
Menjemput Kakek? https://t.co/XWGJqAOEnL",neutral,-7.75278209,110.3609858
JunaidiKhab,"""Religion, arts, cultures, and civilization."" (*) @ Pesantren Budaya? https://t.co/FUGdIeDVfc",positive,-7.83084,110.45834
kopi_gemati,Titip Jual Kopi #titipjual #kopi #bantul https://t.co/KYkE6aiqfA,neutral,-7.8352529,110.3777642
ParadisoCoffee1,"Dolanan kebul di Lt.2 nya @ParadisoCoffee1
Yuk para Vapers merapat ja... Ngebul santai.,,
On? https://t.co/bLGyjcv4Rx",positive,-7.89555137,110.33676624
faniach_,ngancani wong ngedate? (with adel and yogi at Expresso Internet Cafe) ? https://t.co/LVSa0pZtPE,neutral,-7.8105,110.3872
AdiSuryaNugraha,"editan lama
model = tikaaziza
smudgeindonesia? https://t.co/8w4COE0qSr",neutral,-7.90786026,110.34833026
sobatjogja_,"#sobatjogja Repost veronica_sulasmi - dolan meneh lho... Hahahaa
rindu kata2 itu

Visit Bukit? https://t.co/pM5zru7euC",positive,-7.92043,110.38135
LisaEliana_,Kemvalikan tentang dia seperti sedia kala:v (at Jogonalan Kasihan Bantul) ? https://t.co/ZHpNJqK06s,positive,-7.83307,110.34975
kangmifan,Again? @ Merbabu Mountain https://t.co/LfpkaAt1rd,neutral,-7.81129963,110.39069398
vytha_,Just posted a photo @ Stasiun Wates https://t.co/oWf1hIGXIv,positive,-7.85948225,110.15791927
drewwft,"Semangat SSK terakhirnya ?
.
Pict by : @imajimeshon
Adm #NDREWW #MHA #FSS #RYN @ Perum perwita? https://t.co/fm6KsbpT1m",positive,-7.82994227,110.36846622
kangmifan,Just posted a photo @ Merbabu Mountain https://t.co/zYXezwemVu,positive,-7.81129963,110.39069398
debashisroyz,Traditional Javanese Sancking in between meeting !! Too close to? https://t.co/vMxtALkbNC,negative,-7.899155,110.302991
AnikAfiqoh,Oke kesini lg (with Salma at Tengkleng HOHAH) ? https://t.co/7Pw3E7ea2I,neutral,-7.82092,110.42145
Afinaaaa_,Kamcong selama 5 hari? (at Alun - Alun Kidul) ? https://t.co/PQS7s9hs1k,neutral,-7.81159,110.36373
cacanadisa,With Gandes and Ralep  at Yogyakarta [pic] ? https://t.co/LMrwDzV6I0,neutral,-7.81459,110.37621
maz_dollz,Cuma Brownies original mamamema_puding yg mengerti perasaanku malam ini... #baper #brownies? https://t.co/dljkp4L2Wt,positive,-7.89389405,110.145717
elisnindya,"Sore itu menanti senja ..
.
.
.
.
? idola para wanita @triwanhutagaol @ Gumuk Pasir, Parangtritis https://t.co/DfxV7B9GVC",neutral,-7.89573273,110.35569823
Evanorizer,"Mamam bebong...
Oing oing... (with Ben at Warung Buto) [pic] ? https://t.co/dOJJgYRMMH",neutral,-7.80701,110.36867
lukewijaya,My friend's mom is a superb cook and to have these home cooked food daily is just one memorable? https://t.co/eMaSgKYzuD,neutral,-7.870072,110.3906858
dhitandoet,"YOU.. YOU.. And Only YOU... ???? @ Home Sweet Home, Ndalem? https://t.co/UJWXv31eej",positive,-7.81456462,110.36104855
Divo_DS,"Embun pagi diatas Awan

*Misi 3 hari Berburu? https://t.co/d09aat7D4D",positive,-7.80732,110.43081
paskihendra,"Terima kasih mama Maria Magdalena Warni yg pagi-pagi udah kasi ucapan sampe terenyuh, terharu? https://t.co/rMwRWJzaQ8",neutral,-7.8118985,110.3791951
narko__,"Masih seperti dulu
Tiap sudut menyapaku bersahabat
.
Jogja itu terbuat dari rindu, pulang dan? https://t.co/1K4hJXqL1B",positive,-7.813776,110.36293
ria_dewantari,With Ira and Tya Asri  at Lesehan Pak Yanto (Ketoprak Jakarta) ? https://t.co/tFwoPnvU8O,neutral,-7.77649,110.38097
nurulitacgr,Nyuci si ganteng sekalian isi perut?? (with Yoga Prase at Dapur Mak' Nying) ? https://t.co/svrGYFixn6,neutral,-7.81135,110.4026
BramBKP,Eemmm kayak litter box ya? (with Tiffany at Makaroni Ngehe Gejayan) [pic] ? https://t.co/Em7r1IOt2Y,positive,-7.78311,110.3899
Riri_tarie,"Up lur,
Keluar mlm bukan berarti main, tetapi ada hal lain.
Kuliah kuliah? @ Pendopo Tejokusumo? https://t.co/OOghjR9FUx",negative,-7.77345218,110.38336928
AGNDHK,@Diandyandy move on kak. Move onnnnnn,neutral,-7.76759,110.40256
AGNDHK,Samson - Bukanlah Diriku. Kan tae banget yang ngeplay lagu ituu.,positive,-7.76759,110.40256
Yoel_Syahputra,At Predator Billiard and Lounge ? https://t.co/QPReBiWVGH,neutral,-7.77616,110.394
VaniadewantiA,Jebul larang (with Vania and Nadya? at @arifyogautama) ? https://t.co/2LV6633lvj,neutral,-7.79658,110.3926
TataaArdian,"Ini ichiban apa ibanchi sih, mata kok blawur
#efekblmmakanseharian sakno to mas iki? (at Ichiban Sushi) [pic] ? https://t.co/Lx2O9k5Q84",neutral,-7.75303,110.38464
angga_yudaaa,"Ada kalanya hasil bisa mengkhianati proses.
Dan pengkhianatan itu adalah luka yang dalam? https://t.co/AWlRNNQlfR",negative,-7.75821381,110.38164106
ardiantiiii,"Rejeki anak sholehah ??? (with Intan, meisi, and Banyak at Pizza Hut) ? https://t.co/RgPEIFv0ey",neutral,-7.80207,110.37971
ronadiap,Laper lho ini om ?? (with Ryandita at Aerotravel Jogja Branch - Garuda Indonesia Airlines) ? https://t.co/8Ocrp1yi7f,neutral,-7.79052,110.3663
Dyah_Widayanti1,Green tea never disappointed ? @ Starbucks https://t.co/PYmeHYjWL1,negative,-7.782427,110.423214
Hdyanarv,Teparrr (at BaseCamp BODREX) ? https://t.co/a8xlktq6iu,neutral,-7.80236,110.40906
ramalunatic,Nyonya Raminten... @ Raminten Resto&amp;cabaret Show https://t.co/Eq7oPsSvOs,neutral,-7.79903258,110.36497366
bibiiieb,Lavaaar! (at Warung Lesehan Cak Cholis) ? https://t.co/TTNwWAqcZm,neutral,-7.77312,110.40921
ben_doang,S.2.d.d ! @ CGV Blitz Cinema Hartono Mall Yogyakarta https://t.co/EUBUchonEq,neutral,-7.75893812,110.39905658
Dinardwp,At Jambuluwuk Malioboro Boutique Hotel ? https://t.co/ozWiJQNaRI,neutral,-7.79781,110.37274
fikriardian,Rise and keep counting.. #taxi #taksi #taxiapp #yogyakarta? https://t.co/9KpLd6yhRv,neutral,-7.7129483,110.3968259
fajarspriadi,Jogja ? (at @jog_ap1) ? https://t.co/99hgh3DcRF,neutral,-7.78567,110.437
frilagrehastin,From denpasar. (at @usdofficial) ? https://t.co/GeRupxYScj,neutral,-7.75613,110.42096
MikeLucock,"Latihan kombinasi jurus sambl nunggu shootin... @pps_bmdi
Thank u Mbk Ervan buat videoan? https://t.co/TXjixNTkeH",positive,-7.80138889,110.36444444
gandikcf,Just posted a photo @ Trans Studio Mini Yogyakarta https://t.co/UfALbnY0XE,positive,-7.78360721,110.41958314
alphianna,"Thanks sis. Sarangeeeee ????? (with Aswiga, Rifqi, and Tiwi at @jog_ap1) ? https://t.co/2m4XKKlhZm",neutral,-7.78576,110.43426
Dyah_Widayanti1,????? @ Jl.Malioboro Yogyakarta https://t.co/dyDbzPOMAS,neutral,-7.79958,110.410311
aris_bustami,"""Mlebu bareng metu bareng"" slogan yang sering didengar, 3 tahun tak? https://t.co/1JlHll8zgB",negative,-7.778,110.3674
AyuCKG,Nothing's gonna change my world ? @ D.I.Y Yogyakarta https://t.co/8nRbjfeu2v,negative,-7.77381,110.39381
thioprasetya,"Hari itu saya berkenalan dengan mereka. Saya sebutkan dari pojok kiri atas :

Ada Mbak Fela? https://t.co/AxMGLnXbl0",positive,-7.77189095,110.38034558
dia_ambar,"family!!

cheers ? (with miles, Dia, and 2 others at LIBSTUD+JCDYK) [pic] ? https://t.co/Y06QQhogkC",neutral,-7.77342,110.39962
azfar_28,Rapat 2 milyar wkwkw :(( (at @radiomuh) ? https://t.co/ZTcJDXQNih,neutral,-7.80179,110.35909
djuanputranto_,"nek wani ndene (with Diesa, Anggoro Zeto, and 3 others at @cinema21) ? https://t.co/NhsaG3Kv86",negative,-7.78325,110.38533
Dyah_Widayanti1,? @ Benteng Vedeburg https://t.co/23pHlKrEuH,neutral,-7.86780071,110.40834786
Ridha17_,Nyetliko dalan.,neutral,-7.7648217,110.4108717
dwi2yulianto,"SUDUTKAN UMMAT ISLAM, VIDEO RESMI KAMPANYE AHOK TUAI KECAMAN BANYAK PIHAK @ Yogyakarta https://t.co/cZ40rqLawH",negative,-7.80138889,110.36444444
tikaamel,Berasa envy seketika ?? kepada pihak yang bersangkutan mohon dimaafkan hahhahahah ??? https://t.co/b9bzIp1Y3v,positive,-7.76860717,110.43806669
kopi_gemati,"Ngopi dulu Lur...
https://t.co/Do63Zps1RE
#kopi #bantul #jogja",neutral,-7.7955798,110.3694896
ramalunatic,Eis blarb... @ Raminten Resto&amp;cabaret Show https://t.co/BxpQlgDmAY,neutral,-7.79903258,110.36497366
niitagustine,Iki jane judule pie ? ? The Fate of the Furious (with Noki at Cinema XX1 Jogja City Mall) ? https://t.co/xUqCYLFoJI,negative,-7.7534,110.36028
LiiaNovita,Mamak so lalah ?? (at Kost Putri Adara) ? https://t.co/FkucFuW0rE,neutral,-7.81169,110.32642
Is_One23,"Pokoknya Makan Sebelum Jam 19.00 Ya,,,Bakso Komplit dengan Tahu Dan Ketupat Seperti Misalnya? https://t.co/pC8k1jDuoL",positive,-7.7032512,110.41332915
ayutenan_,"Nga-Liwet rame-rame ?? HAPPY BIRTHDAY MAMA? (w/ Yulia, apit, &amp; 6 others at Kontrakan 48B (   .)(.   )) [pic] ? https://t.co/3cKnaXwJYF",positive,-7.76369,110.40094
Dyah_Widayanti1,? @ Keraton Yogyakarta https://t.co/VTXU71cWjR,neutral,-7.65264,110.37336
tirsajunita,"Yessica Anna Natasia, S.T. ?
Perjuangan akhirnya terbayar ya cik ?? @ Atma Jaya University,? https://t.co/Nra0zwY6re",negative,-7.78138256,110.4204899
arithaetax,Penting maem. Meriang lagi ? (at Popeye Chicken Express) ? https://t.co/k1Qrb8DPxU,positive,-7.76177,110.3692
muliasyf,?? (at Kedai Maradona (Home Base JCI Jogja)) ? https://t.co/SkzOnRYO9R,neutral,-7.77503,110.40449
Jahraak_,"??? (with Yunan, Esti Maharani, and 2 others at Baskin Robbins) ? https://t.co/VQVrf6wFIr",neutral,-7.75399,110.40706
ArumSulis3,""" Sebelum kamu sebagai atasan mencacat bawahanmu, lihat dulu apakah kamu sudah memberikan? https://t.co/zH8Z64G4tp",negative,-7.7830051,110.3918306
AGNDHK,Aku hanya butuh dia?yang menenangkan dan selalu bisa menjadi teman berbagi.,positive,-7.76759,110.40256
Squadstore,"Squad Clothing
Code: CANVAS Tees
Size : M, L, XL, XXL ( fit US size)
Idr. 125k (XXL:? https://t.co/tWt9SqUssp",positive,-7.80138889,110.36444444
LindaPraditaLS,? (with Bayu at Mak Semarangan ? Resto. Gallery. Coffee.) ? https://t.co/lj4ltgyMtg,neutral,-7.75887,110.36977
Dyah_Widayanti1,? @ Taman Sari - Water Castel https://t.co/Kg1IaLf7oy,neutral,-7.81021626,110.35969689
Squadstore,"Squad Clothing
Code: BOMBING Tees
Size : M, L, XL, XXL ( fit US size)
Idr. 125k (XXL:? https://t.co/SOYVwc1Net",positive,-7.80138889,110.36444444
setiawanefendi7,"Aku punya ragamu ? Asal Kau Bahagia by Armada (with Cholid, Fendi Nugroho, and galih at SOWAK (Sop Iwak)) ? https://t.co/RAN4cV3X1e",neutral,-7.74999,110.40806
DanangSigitN,It's sweet when someone remembers every little detail about you. @ Blue Garden Jogja https://t.co/MEHNLXrdHM,neutral,-7.8447187,110.31435907
himawan_adhi,"minipao telor asin

semoga segala yang kita makan menjadi obat buat? https://t.co/Q4jEghC6Wr",positive,-7.75316318,110.36094434
AGNDHK,Me right now. https://t.co/BcO4PWRlqc,positive,-7.76759,110.40256
naning_dwi_w,Tomorrow is the last day ? @ Panggungan https://t.co/S2q3lQqzOE,neutral,-7.76843781,110.34717492
Dyah_Widayanti1,?? @ Tempo Gelato Yogyakarta https://t.co/z3uRqkntbz,neutral,-7.81898579,110.36901869
mefhan,Kasih berani (with Baskami at Lolipop Cafe Karaoke Cyber NET) [pic] ? https://t.co/JD9JZbBV6Q,negative,-7.76731,110.41194
Squadstore,"Squad Clothing
Code: GRAFF RAIDER Tees
Size : M, L, XL, XXL ( fit US size)
Idr. 125k (XXL:? https://t.co/QmlcVyd7cS",positive,-7.80138889,110.36444444
metinaayu_,Nyicil cetak foto nikah (at Mustika Photo Studio) ? https://t.co/wT8nPS1Omu,neutral,-7.801,110.35078
YorisaaIvn,Mayan. (at Tio Ciu Chinese Food &amp; Sea Food) ? https://t.co/hj4AjFNqWe,neutral,-7.78288,110.36955
fistad_,"Setelah sekian lama ngilangggggg ?? (at Pondok Makan ""Pak No"") ? https://t.co/iLMqxGj1mY",neutral,-7.75427,110.36226
Squadstore,"Squad Clothing
Code: LEGO Tees
Size : M, L, XL, XXL ( fit US size)
Idr. 125k (XXL:? https://t.co/u3MdzB4IoT",positive,-7.80138889,110.36444444
laks_12,"?? (with Arya, Zhoel, and 2 others at @jogjastudent) ? https://t.co/rSgv4xYb6A",neutral,-7.79701,110.35797
Via_VillaDevi,At Shihlin Taiwan Street Snacks ? https://t.co/Up0ho9bnP4,neutral,-7.7598,110.39907
semmysilalily06,"Syalom.

Berikut rangkaian jadwal ibadah di GKI GEJAYAN YOGYAKARTA mulai dari Kamis Putih s.d.? (at @gkigejayan) ? https://t.co/QkAFJ5QB8K",positive,-7.76272,110.39494
ardy_AAR,untung bapaknya lewat ?? (at Kost Deluxe sanggrahan UH-I/563) ? https://t.co/AwgdUMKuWu,positive,-7.79524,110.38709
rat_no,"Warisan tempo dulu...
.
.
. . . .
Loc : Sambisari Temple
.
.
. . .
#wehaveweshare? https://t.co/O93I48nEEa",neutral,-7.762151,110.447615
sittamein,"The perks of ga pake kacamata salah ngejar org yg ketinggalan hp, pdhal org nya cuma pindah tempat duduk 1meter di dpan bangku sblmnya. Pft.",positive,-7.7921336,110.3658886
djdickyambon,??? (at Celebrity Fitness Lippo Plaza Jogja) ? https://t.co/tggAIK7MBZ,positive,-7.78319,110.394
AGNDHK,Oh jadi Angkasapura Kulon Progo udah buka recruitment.,neutral,-7.76839,110.40247
anandhavidha,Madang wareg murah andalan ? (with Devia at Keray Indah Chinnese Food) ? https://t.co/zBM1rRKUQw,neutral,-7.77589,110.39196
AYPriutama,"Penakut mania ? (with Tarra Jasmine, Fadly, and Noah at Pemancingan Lembah Desa) ? https://t.co/UW4IbWUdZX",negative,-7.85186,110.39472
EvankaSaragih_,"Serasa ratu qkqk (with roni, fern, and pandu at @jogjastudent) ? https://t.co/gmTfNRklPF",neutral,-7.76093,110.41127
lucky_lukman,"With Faiz, Linda, and 4 others at @sbuxindonesia [pic] ? https://t.co/87LsgglWgn",neutral,-7.78273,110.40175
dwi2yulianto,"YUK BANTU DOA
SEMOGA ALLOH BANTU INDONESIA
MALAM INI DEBAT AKHIR PILKADA JAKARTA PUTARAN 2 @? https://t.co/Wc4tYX9Hpk",positive,-7.80138889,110.36444444
pradanast,Gagal timelapse. (with tiara at @gameloft_indo) [pic] ? https://t.co/Wx9z4sYUUt,negative,-7.78267,110.3932
monikayose,Sebelum kehabisan (at @kai121) ? https://t.co/dc4iW4FhHz,negative,-7.78781,110.39844
denfandii,"yuk ah sehat sehat, (at Adonis Fitness Center) ? https://t.co/7hSBKgvaPE",positive,-7.75887,110.39317
Laris_abadi,Proses pengecatan fender dan bumper Depan Avanza di dalam spray booth. #Bengkelcat #catoven? https://t.co/Zn0mxAbyLM,negative,-7.73529709,110.419689
alifiaddison,Allah Maha Penyembuh Luka ?? @ Omah Cemara Sego Pecel Blora https://t.co/AYMV3XFi3a,negative,-7.71635,110.335951
Afrayasminn,Mblembung (with Ranis and Vellina at Kepiting Bang Ja'i) ? https://t.co/MBD8K8iudL,negative,-7.77046,110.40971
NHoctaviaaa,"Pulanglah. Tempatmu disini, disisiku? @ Masjid Agung Al Aqsha Klaten https://t.co/6PxyKNsLNW",neutral,-7.69006772,110.61640263
pradanast,Gagal timelapse. (with tiara at @gameloft_indo) [pic] ? https://t.co/qaopXN9hXb,negative,-7.78263,110.39325
Dordoriz,At Martabak Iron Man [pic] ? https://t.co/5ScJZkAOzi,neutral,-7.755,110.39953
SETIAKAWAN1606,"Brosis, ban apa yg paling nyaman? Ayo tebak #bengkelmotorjogja #ahassjogja #bengkeljogja #bengkelhonda? https://t.co/NVLTyRGVYP",positive,-7.7836675,110.4421315
enggarwintolo,Nyore lah sekali sekali (at @kfcindonesia) ? https://t.co/O5aHloguY0,neutral,-7.78249,110.37264
Sukron_48,Persada trans with Hudson effect powered by Andromax? https://t.co/1cHwHTLXa6,neutral,-7.79916229,110.40704525
adiearul_,#kebuntebunanggulan #wisatakulonprogo #wisataalamjogja #wisatajogjakarta #wisataindonesia? https://t.co/vmKfoRSFFu,neutral,-7.80138889,110.36444444
purieNR,"After we got some new skills from Wardah Beauty Class.

I have nice eyebrows btw,? https://t.co/9puVfBlQEA",positive,-7.7828936,110.3573246
ndyzhridhr,lanjutkan (at Malioboro) ? https://t.co/SswTUr6eoz,neutral,-7.76661,110.36149
herlyanpuput,Watching The Fate of the Furious (at @cinema21) ? https://t.co/JQRj0yun7i,negative,-7.78242,110.40131
